clean,label
banget cemas orang tibatiba ku akhirakhir mual perut kenal pusing panik ketemu help ngatasinnya,1.0
cemas gue orang keluh lebaran entar rada pertnyaan template aduu,1.0
gelisah,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
banget pikir asa mikir anteng gelisah enggak tau tenang tbtb,1.0
hati tuhan penuh adu keputusasaan gelisah enggak gue stop gundah gulana,1.0
gelisah banget tidur enggak,1.0
banget cemas kalo sesak dingin sakkit panas,1.0
gelisah banget pikir takut enggak bingung sedih semangat ah marah jenuh kalut,1.0
gelisah banget tidur gue enak mikir kali ngalamin cemas takut enggak aneh kalo tahan mental ganggu butuh adit stalking ajar buruk,1.0
gelisah resah,1.0
gelisah resah,1.0
gelisah resah,1.0
cemas rasai malas kerja,1.0
baca biar gelisah hati enggak tenang gin kerja mesti was,1.0
gelisah tidur pikir benerbener coba jam posisi kunjung lelap ngendaliinnya,1.0
gelisah malam fess,1.0
pikir cemas besok,1.0
gelisah banget,1.0
gelisah banget kayak enggak rest capek lulus rintang guyssss bentar,1.0
banget cemas bawa kalo muntah,1.0
tinggal buka whatsapp alias cemas kayak takut enggak tau suka guys takutin,1.0
banget cemas kayak kalo mual ah overthinking ngeri,1.0
gelisah resah cemas gelisahharapharap,1.0
gelisah gua,1.0
tau banget cemas enggak semangat im sok sorry kasih bahagiain anak,1.0
banget cemas takut gue nya fase,1.0
gelisah banget kayak enggak gue manusia akun trauma aplot gambar belah rujak random fine ofensif,1.0
gelisah banget,1.0
diam cemas takut tau harap tunggu,1.0
hati gelisah banget enggak tenang gua sialdaritadi,1.0
resah ken gelisah hati mudah tuhan sabar doa marah sepi puji,1.0
cemas enggak gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
gelisah resah enggak kangen sapa og,1.0
gelisah galau merana,1.0
cemas rasai turun butuh terjun jaga,1.0
mah biar cemas istirahat kadang lihat mikir capek stres ujung besok entar kudu ijo tpinya wes sikluse huhuuuuuu,1.0
banget gue gelisah asa jiwa beda anggap managerku layak usia tua tarik,1.0
enggak langsung stres benar karuan katai lebay gara iya gelisah kalo bikin cari kapai doang benerrrrr bermedsos ria sehat,1.0
banget tidur cemas enak tonton enggak bawa tidorrgelisah,1.0
moga enggak banget cemas,1.0
cemas gelisah banget susah pikir hati kayak enggak bikin halhal otak pokok henti alas dampak bodo yaudahlah ngeganggu argghh,1.0
tidur kayak tau banget pikir cemas enggak tenang kepala sabar pusing obat whyyyyyy nyemangatin pelanpelan,1.0
gelisah kabar cemas enggak galau,1.0
resah ken gelisah banget pikir takut enggak bingung sedih semangat ah marah jenuh kalut,1.0
enggak khawatir mikir pikir cemas bikin,1.0
banget cemas suka panik,1.0
gelisah banget kayak enggak enak tenang asa anjir galau karuan campur aduk merana,1.0
gelisah tidur gue enak mikir kali ngalamin banget susah cemas kayak enggak nang degan cuman ganggu hilang panik hey wft,1.0
banget tidur cemas bawa tonton enggak enak bikin halhal overthinkingkesepiancemasbadmoodsedihkeinget hatigitu,1.0
cemas tonton gelisah banget tidur enggak bingung enak bawa,1.0
gelisah takut benerbener,1.0
tau banget cemas moga enggak,1.0
nang cemas harap tunggu ketidakpastian,1.0
kayak tau tinggal whatsapp alias banget cemas enggak butuh puasa buka utbk um ptn sosial media enggan sosmedtapi of tweeter informasi daftar,1.0
hati tau allah gelisah enggak gue panik anjr,1.0
gelisah ah uh mmhhh,1.0
banget cemas gue gasuka anjir wehhh,1.0
bawa tonton gelisah banget tidur cemas enggak gue enak mikir kali ngalamin ganggu,1.0
cemas semangat buruk menit mimpi,1.0
gelisah salah maaf percaya terima bosan tengok,1.0
gelisah banget kayak enggak enak tenang asa anjir galau karuan campur aduk merana,1.0
gelisah resah sedih tenang orang tampak happy takda problem senyum lempar juta pendam,1.0
gelisah gin jalan hidup,1.0
gelisah gue malas faaak,1.0
gelisah banget tidur cemas kayak enggak,1.0
gelisah cemas nya khawatir jalan tumbuh,1.0
gelisah kalo,1.0
suka gelisah sedih asa khawatir fearful alami,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
cemas gelisah takut,1.0
banget cemas enggak butuh puasa buka utbk um ptn sosial media enggan sosmedtapi of tweeter informasi daftar,1.0
gelisah kayak mulu ayam telur,1.0
mulu gelisah enggak tau tenang tbtb,1.0
gelisah tidur bangun gel,1.0
gelisah banget tidur kayak enggak udaa gue nyenyak,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
gelisah mulu capek,1.0
tidur pikir kayak banget cemas enggak tau,1.0
diam cemas enggak bawa langsung suruh simak berjamjam,1.0
tenang selamat pagimelalui gelisah malam fess,1.0
enggak gue stop gulana gelisah gundah haa,1.0
banget cemas capek gelisah moga enggak tenang asa tuhan buruk firasat,1.0
susah tuhan gelisah hati tenang nya allah overthinking,1.0
gelisah enggak tibatiba ngerjain waswas apaapaanhadeh,1.0
banget cemas kayak takut enggak gue nang bawa sedih mulu mikir gampang batal gakya puasa,1.0
gelisah resah tutup syukur allah puasa raya idul fitri senyumkusudah makna sendirihanya ramadhan lebarandah,1.0
cemas gelisah banget enggak enak harap orang hidup ngilanginnya,1.0
suka gelisah asa pelan bicara,1.0
salah cemas pas nya gin bacabaca soft file proposal berkas sebar,1.0
gelisah cemas kayak takut sedih khawatir kemarin my adf enggak tau bikin tenang asa saran lagu tibatiba muncul gusargelisah gin thanks,1.0
gelisah banget enggak tau aneh tuh gin suka cemas gue degan nya tiada kali deg pergi stres doang suami serasa ling lung offshore ngelewatin abad,1.0
gelisah cemas jantung berdebarfix,1.0
cemas kalo temenku reply tweetku menganduy opini,1.0
cemas enggak tenang nya mikir biar gampang menit caraa mikirrin negatif hidupp pikirin,1.0
gelisah banget gue aneh degan tuh gin suka hati cemas enggak tau asa deg an gawe,1.0
enggak tau gelisah kayak mulu ayam telur,1.0
enggak sd tidr cemas takut kalo khawatir gua mikir bahagia relationship,1.0
banget gue gelisah sedih asa khawatir fearful alami,1.0
gelisah lesu lapar lemas,1.0
ketidakpastian diam cemas takut tau harap tunggu,1.0
besok pikir cemas bikin,1.0
gelisah kabar cemas enggak galau,1.0
hati gelisah tenang cari tani sepimenghempas dihatimencoba diriyang khianat,1.0
tenang gelisah hati cemburu kecewa gagal,1.0
tau cemas enggak tenang nya mikir biar gampang menit caraa mikirrin negatif hidupp pikirin,1.0
gelisah gin yaallah,1.0
gelisah banget sumpah viewsnya lambat,1.0
cemas sil,1.0
gelisah gue tenang mulu hidup,1.0
banget cemas kayak enggak gue kalo is out my umur time serius tambah injak running,1.0
pikir hati kayak rasai gue tuh otak bahagia inti capesedihkeselgelisah travelling detik pokok campur aduk bimbanggelisahsedih,1.0
cemas jatuh bgdd gelisah enggak main sch candu hp ngilanginnya,1.0
cemas takut enggak dengar paham hp wa ringtone telfon,1.0
banget kalo beda gelisah malam tenang selamat pagimelalui,1.0
gelisah engkau bayang siksa cemas sedih hidup bahagia hadap gerak pintutak proses,1.0
enggak banget cemas suka panik,1.0
cemas takut,1.0
tidur pikir enggak tau banget cemas kayak kalo mual ah overthinking ngeri,1.0
gelisah banget kayak allah minggu gangerti aaa,1.0
eh gelisah degan gin ih laper bismillah,1.0
gelisah kayak gue ajg,1.0
gelisah banget hati,1.0
gelisah banget tidur cemas enggak yaallah,1.0
tibatiba an cemas kayak takut enggak tau bawa kalo degan asa khawatir tunggu deg skripsi lo sidang paham beda dicemasin,1.0
gelisah menyerahhanya,1.0
gelisah banget enggak gue bikin asa orang mood kemarin sensitiv parah kaget kejut otak ledak sasar turuntpi syukur drama perkuliahaan slesai,1.0
gelisah gundah haa,1.0
cemas kayak takut enggak tau kalo langsung orang ketemu ekstrovert kesini lho,1.0
haa gelisah hati tuhan penuh gundah adu keputusasaan,1.0
gelisah,1.0
gelisah gegana speecheles,1.0
gelisah resah,1.0
gelisah banget kayak enggak anjir tugas gabut munculbiasanya seninselasa deadlinenya rabukamis,1.0
banget gelisah hati gundah hangat peluk hapus alir darah nadi,1.0
cemas,1.0
suka guys takutin gelisah cemas kayak takut enggak tau sedih khawatir tibatiba gin kemarin my adf,1.0
gelisah catia sabtupresntasi statin sabtuon going laprak pskelaprak potugas tugasdan sekarsng clear latih produk hahahahmantab mode nyantuy dahal did dalem haha,1.0
gelisah banget moga enggak tuh gaenak daritadi cemas tau asa tibatiba deg an,1.0
banget cemas enggak semangat im sok sorry kasih bahagiain anak,1.0
enggak habis gelisah kalo jantung gin copot,1.0
gelisah banget bawa kalo kepala penuh gila isi turu wkwkw,1.0
gelisah gaboong banget cemas gue bikin kejut penuh sumpah guru,1.0
gelisah tidur mulu pls drtd,1.0
cemas harap,1.0
nang cemas nya khawatir jalan tumbuh,1.0
cemas gue nang bikin nya khawatir au like sender explain tags literally brutal,1.0
gelisah menyerahhanya,1.0
cemas kayak takut enggak tau suka guys takutin,1.0
khawatir jalan tumbuh cemas nang nya,1.0
banget gelisah tidur gue pagi,1.0
gelisah resah asyik je haihh,1.0
gelisah banget tidur enggak nyenyak,1.0
gelisah gitudeh,1.0
jalan hidup gelisah gin woyyyiii,1.0
cemas allah atur perihal takdir lembar daun jatuh,1.0
gelisah tidur mulu far,1.0
banget gelisah tidur enggak ken allah doang,1.0
gelisah serba salah mundur sayang maju ragu diam resah,1.0
nang salah cemas pas nya gin bacabaca soft file proposal berkas sebar,1.0
hati gelisah tenang cari tani sepimenghempas dihatimencoba diriyang khianat,1.0
banget cemas harap,1.0
banget enggak gelisah tidur,1.0
pikir cemas syukur tuhan milik,1.0
cemas kalo suka rumah gaksi gelisah hati enggak tenang gin kerja mesti was,1.0
enggak cemas suka aduh,1.0
enggak mulu gelisah tau sakit kene dada gila hm,1.0
gelisah salah resah maaf,1.0
cemas ketidakpastian gelisah harap orang khawatir tunggu doa setia unik tangis bahagia manusia,1.0
cemas kendali,1.0
tidur enggak tau banget pikir cemas kayak otak rasanyaa skripsi jadwal guys sidang agustus ngambang revisi kopong gemeteran,1.0
capek gelisah mulu insom,1.0
kayak enak anjir galau karuan campur aduk merana gelisah banget pikir enggak tau tenang asa mikir anteng,1.0
gelisah banget tidur bawa nya mulu kemarin capek gaenak,1.0
banget tidur pikir enggak tau cemas kayak rasai bawa gin hidup an fase umur hasilin ovethingking,1.0
tenang gelisah hati rundung resahjiwa,1.0
gelisah banget enggak tau bawaanya,1.0
tenang biar gelisah takut enggak bawa nya mulu mood gin ku baca au rl maksud suasana turun topik mental illness harihari tenangdan,1.0
gelisah dikerjain,1.0
gelisah banget kayak takut malam lupa ngerjain toxic yaalah anjr,1.0
malas kerja cemas enggak rasai asa muncul allah kali motivasi,1.0
cemas,1.0
eh gelisah gin badan lemes,1.0
gelisah banget astaga,1.0
gelisah resah gelisahmbohlah,1.0
nang cemas harap,1.0
gin gelisah enggak bikin tenang minggu,1.0
gelisah sakit mulu nih tidur pikir cemas enggak nyenyak badan tanda ngilu,1.0
banget gelisah hati rundung resahjiwa,1.0
gelisah enggak tau tenang tbtb,1.0
gelisah tidur bangun coba degan mulu cemasdeg,1.0
cemas kemarin mati istri sadar kaku,1.0
gelisah banget pikir enggak bingung kadang kalo orang suka pusing gana baaaiiiiiiik balas,1.0
gelisah asa cemas enggak kalo tuh muncul gin bilang mental an lo hebat overthinking help sore hebattt,1.0
bikin pikir cemas enggak kalo nguatin bukti,1.0
tenang tuhan gelisah tidur susah hati,1.0
banget cemas asa tuh tangan percaya degdegan benar lemes bangga fasefase,1.0
cemas gelisah takut,1.0
cemas pagi jalan tuhan kasih siang rabu puasa kelas kejar target pindah kuis mesra data buka,1.0
takut gelisah tidur pikir benerbener coba jam posisi kunjung lelap ngendaliinnya,1.0
cemas gelisah ken nang capek sesak pusing overthinking pasuk ruang,1.0
gelisah mulu,1.0
gelisah banget anjir,1.0
gelisah serba salah mundur sayang maju ragu diam resah,1.0
gelisah sakit mulu nih tidur pikir cemas enggak nyenyak badan tanda ngilu,1.0
enggak bingung kemarin gelisah tau sakit kene dada gila hm,1.0
cemas ikhlas paksa,1.0
cemas terima ekspetasi jinjing logika reason,1.0
tidur pas bangun langsung jelek gelisah banget susah pikir hati kayak enggak bikin halhal otak pokok henti alas dampak bodo yaudahlah ngeganggu argghh,1.0
gelisah tidur susah pikir enggak ku bilang hai cerita akhirakhir cari google gejala depresi ringan teman mama psikolog mudah nafas atur,1.0
gelisah resah enggak kangen sapa og,1.0
gelisah hati enggak tenang gin kerja mesti was,1.0
enggak cemasceritamu cemas cerita tulis skenario,1.0
enggak tau gelisah mulu insom,1.0
muncul gelisah asa pelan bicara,1.0
merana gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
gelisah banget hati,1.0
cemas kalo suka was rumah gaksi,1.0
pikir kayak tau banget tidur cemas enggak yaallah,1.0
haha gelisah banget bawa kalo kepala penuh gila isi turu wkwkw,1.0
cemas enggak tau gua gelisah rasai orang pandai bersyukurmau santa,1.0
hilang gelisah hati tenang nya allah overthinking,1.0
gelisah degan mulu cemasdeg,1.0
gelisah banget hati cemas keluarga enggak allah malas nyaman lebaran ketemu ditanyain macemmacem apaapa fak,1.0
cemas rasanyaa,1.0
gelisah gue tenang mulu hidup,1.0
gelisah enggak takutkalau,1.0
hilang gelisah hati tenang nya allah overthinking,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
gelisah hati enggak tau gue allah,1.0
merana gelisah lesu galau lunglai rnmengloyo mengletih ketar tir,1.0
gelisah moga lindung allah yahya diaamin robbal alamin,1.0
cemas,1.0
banget cemas enggak degan shalat istikharah karuan gilaaaaak,1.0
tau gelisah takut enggak bawa nya mulu mood gin ku baca au rl maksud suasana turun topik mental illness harihari tenangdan,1.0
cemas rumah,1.0
gelisah resah admin coy maksudx,1.0
gelisah banget dekdekan yaaku,1.0
gelisah bikin cari kerja prospek anggur,1.0
gelisah enggak biar,1.0
gelisah lesu lapar lemas,1.0
gelisah gin yaallah,1.0
gelisah enggak hm tidor,1.0
tau banget cemas enggak semangat im sok sorry kasih bahagiain anak,1.0
cemas penuh lari tapak batu pijak perlahan resap emosi,1.0
gelisah terooosss huuu,1.0
banget tidur cemas bawa tonton enggak enak depresi stop disclaimer depres mudahnyadepressi sakitg capekpenyakit mntal,1.0
gue gelisah mulu puasa loh padal,1.0
banget cemas gue anjir,1.0
gelisah nih pikir hati cemas gue mulu anjir kelar utbk niat santuy tonton series,1.0
merasana gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
gelisah enggak biar tonton youtube,1.0
tau orang gua cemas enggak rasai asa muncul allah kali motivasi,1.0
banget cemas bawa kalo muntah,1.0
tenang tuhan gelisah banget susah hati enggak sakit orang hidup hilang iri tips kepo aka any,1.0
gelisah tidur bawa stres lemes overthinking menang gbisa pengennua,1.0
banget kayak enggak gue kalo is out my time serius tambah injak running cemas moga keluarga tinggal mama sehat perempuan umur ratarata,1.0
cemas takut pasrah,1.0
banget enggak hidup kali cemas suka,1.0
cemas semangat buruk menit mimpi,1.0
cemas allah,1.0
tenang hidup gelisah hati gue mulu nih,1.0
gelisah banget tidur cemas enggak enak bawa tonton,1.0
enggak tau kemarin gelisah bingung kalo gin posisi malas putus bimbang ngambil,1.0
gelisah salah kalo baca gejala kasih skripsi mens pms gelisahka,1.0
malas kerja cemas kayak rasai bawa gin hidup an fase umur hasilin ovethingking,1.0
gelisah banget kayak gua ibadah,1.0
gelisah enggak hm tidor,1.0
bingung gelisah cemas kayak takut enggak tau sedih khawatir tibatiba gin kemarin my adf,1.0
gelisah banget,1.0
gelisah terooosss huuu,1.0
gelisah gue tenang mulu hidup,1.0
gelisah gundah haa,1.0
salah cemas pas nya gin bacabaca soft file proposal berkas sebar,1.0
gelisah banget gua habis confessin alah,1.0
gin jam tuhann banget susah cemas kayak enggak nang degan cuman ganggu hilang panik hey wft,1.0
cemas,1.0
cemas gelisah jalan hantu fase,1.0
gelisah tidur enggak ken allah doang,1.0
cemas kalo temenku reply tweetku menganduy opini,1.0
cemas nang nya,1.0
gelisah resah ken marah,1.0
cemas hantu,1.0
gundah gelisah resah,1.0
banget gua cemas enggak tau ken nang pas mata air dada sek nangisin heheheheh,1.0
suka banget susah cemas kayak enggak nang degan cuman ganggu hilang panik hey wft,1.0
hati gue gelisah susah malam kalo mulu nih galau merana patil,1.0
cemas but dikit its okayyy,1.0
gelisah tunggu bahagia lambat pendek,1.0
gelisah enggak mesti tang gasik atine sono sing koyo ngono,1.0
gelisah resah harap iring dialog yag erti,1.0
banget tidur enggak bingung enak gelisah bawa haha,1.0
hati tau allah gelisah pikir cemas takut enggak gue kalo pagi jantung tbtb mual mati perut ah pusing isi gemeter debar gakaruan,1.0
gelisah ngapa malemmalem,1.0
cemas,1.0
gelisah dikerjain,1.0
gelisah salah resah maaf,1.0
gelisah tidur mulu pls drtd,1.0
tidur gelisah banget pikir takut enggak bingung sedih semangat ah marah jenuh kalut,1.0
nang cemas harap,1.0
banget enggak tau cemas kalo sakit orang gua dada cemasin,1.0
banget cemas asa tuh tangan percaya degdegan benar lemes bangga fasefase,1.0
gelisah anjir,1.0
gelisah banget malam kalo tenang beda,1.0
gelisah gue gaboong banget kayak enggak sumpah tidurtidur tidurgelisah,1.0
bikin mikir cemas enggak khawatir larang,1.0
cemas situasi emosimangkek haram bajing gelisah hadap engkau bayang siksa,1.0
engkau gelisah hadap bayang siksa,1.0
gelisah banget enggak kadang bikin asa tibatiba parah berat stop anxiety jujur musuh alas detail berbulanbulan cemas cerita tulis skenario,1.0
gelisah kali,1.0
resah gelisah hati kayak enggak tau sedih turun gundah senang kompromi isi gondola wahana,1.0
gelisah takut benerbener,1.0
gelisah asa muncul,1.0
kayak bingung bawa kalo mulu suka selesai gelisah enggak gue pas orang tuh mood habis kapai sholat ied silaturahmi lebaran,1.0
minggu gelisah gin jalan hidup,1.0
banget cemas kayak enggak gue kalo is out my umur time serius tambah injak running,1.0
gelisah tidur bangun gel,1.0
gelisah banget tidur enggak coba sakit ngantuk kepala merem,1.0
gelisah resah tutup syukur allah puasa raya idul fitri senyumkusudah makna sendirihanya ramadhan lebarandah,1.0
cemas nian laju,1.0
banget cemas enggak tau gua,1.0
gelisah mulu,1.0
cemas nang nya,1.0
cemas kemarin terima bahagia engkau laku,1.0
gue gelisah mulu capek,1.0
enggak rasai tau gua cemas orang ikhlas,1.0
cemas hp jatuh bgdd,1.0
gelisah banget kayak enggak enak tenang asa anjir galau karuan campur aduk merana,1.0
cemas hantu,1.0
gelisah resah iring,1.0
asu pikir cemas bikin,1.0
cemas gue,1.0
gelisah takut otak teman gelisahterkunci gerakberkecambuk debat brisik putus resiko,1.0
cemas gue gasuka anjir wehhh,1.0
cemas gue,1.0
besok pikir cemas bikin,1.0
gelisah ngapa malemmalem,1.0
cemas enggak gue malam kadang kalo bikin sakit mikir mual kepala suka perut overthinking gelisahtiap aktifitas cemaskhawatir parnonya loh,1.0
cemas gelisah banget tidur kayak enggak pas nya orang sadar pingsan,1.0
merasana gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
gue sakit gin suka niat gemeteran pujituhan ngelukain cemas enggak tau ken nang pas mata air dada sek nangisin heheheheh,1.0
gelisah jalan hantu fase,1.0
malas momen salah cemas enggak tau pas cowok jelek get trauma katai tahi lalat anjak gede cacat,1.0
gelisah banget enggak aneh tuh gin suka cemas tau gue degan deg kagak,1.0
gelisah istirahat kayak ganjel,1.0
gelisah takut benerbener,1.0
tunggu ketidakpastian cemas nang harap,1.0
gelisah banget kayak gua ibadah,1.0
gelisah asa muncul,1.0
banget gelisah hati cemburu kecewa gagal,1.0
gelisah enggak tau bikin tenang asa saran lagu tibatiba muncul gusargelisah gin thanks,1.0
enggak tau suka guys takutin cemas kayak takut sbnrnya sihasli bgtgw mainingigitin kuku,1.0
mulu gelisah tidur kayak enggak tau bangun saran gin biar neng kasih terima degdegan tanyarl obat,1.0
cemas enggak gelisah tidur kayak kalo asa cari posisi perhati ki,1.0
jalan hidup gelisah gua gin wkwk,1.0
cemas wkwk,1.0
fess gelisah malam tenang selamat pagimelalui,1.0
cemas takut enggak lo saking gugup pengin muntah,1.0
cemas,1.0
gelisah banget mampus,1.0
cemas kayak enggak tau tinggal buka whatsapp alias,1.0
orang hidup tida gelisah banget tidur cemas enggak gue enak mikir kali ngalamin ganggu,1.0
cemas pusing,1.0
tenang tuhan gelisah tidur susah hati,1.0
gelisah batin rasanye,1.0
gelisah menyerahhanya,1.0
harap cemas nang ra rasane koe mesti sono kabeh balasane harga digawe disepeleke siapsiap wae kuwi penak,1.0
banget pikir cemas kayak otak rasanyaa skripsi jadwal guys sidang agustus ngambang revisi kopong gemeteran,1.0
banget tuhan cemas capek overtingkingcape pokok,1.0
cemas but dikit its okayyy,1.0
tonton youtube gelisah enggak biar,1.0
banget cemas kayak takut enggak gue nang bawa sedih mulu mikir gampang batal gakya puasa,1.0
hidup gelisah banget pikir enggak nya ketuk dm,1.0
gelisah enggak tau allah pikir hati kayak rasai gue tuh otak bahagia campur aduk inti capesedihkeselgelisah travelling detik,1.0
cemas alas kangen level,1.0
cemas rasanyaa,1.0
gelisah moga lindung allah yahya diaamin robbal alamin,1.0
gelisah tidur pikir benerbener coba jam posisi kunjung lelap ngendaliinnya,1.0
eh gelisah gin minggu,1.0
cemas,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
gelisah ngapa malemmalem,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
gelisah enggak bawa tidorrgelisah,1.0
gelisah tidur pengin gelisahpahamkan,1.0
tau gelisah tidur enggak mulu,1.0
banget gue aneh tuh gin suka gelisah takut enggak tau degan sakit kali capek deg acas perut ah hah,1.0
banget gelisah kayak gue ajg,1.0
banget cemas enggak hidup kali suka,1.0
gelisah banget gue,1.0
banget pikir cemas kayak otak rasanyaa skripsi jadwal guys sidang agustus ngambang revisi kopong gemeteran,1.0
gelisah banget anjir napas,1.0
gelisah banget pikir kayak bikin otak ledak penuh stres cemas takut sedih langsung tbtb kali neng sumpah eh loh campur aduk,1.0
gelisah tidur kayak enggak tau bangun saran gin biar neng kasih terima degdegan tanyarl obat,1.0
gelisah cemas sakit kepala padu hebat,1.0
cemas kemarin mati istri sadar kaku,1.0
banget tidur pikir cemas kayak takut enggak tau suka guys takutin,1.0
cemas kecewa dismayed,1.0
gelisah gundah haa,1.0
cemas gelisah resah harap iring erti,1.0
banget cemas takut enggak tau ken orang me suka panik time tipe,1.0
harap banget cemas,1.0
banget cemas minggu alias balesan harapharap,1.0
gelisah banget gin senang,1.0
banget hati cemas,1.0
gelisah enggak tenang nya mulu cemas kayak rasai bawa gin hidup an fase umur hasilin ovethingking,1.0
pikir gelisah banget tidur enggak,1.0
enggak bikin tenang gelisah gin minggu,1.0
gelisah tenang cari tani sepimenghempas dihatimencoba diriyang khianat,1.0
tidur gue gelisah pagi sumpah,1.0
banget cemas enggak tau ken nang pas mata air dada sek nangisin heheheheh,1.0
cemas pusing,1.0
cemas kalo aduh jadwal kemarinkemarin susun rapi biso colong,1.0
cemas emas rintih,1.0
enggak tau suka guys takutin cemas kayak takut sbnrnya sihasli bgtgw mainingigitin kuku,1.0
cemas moga kalo cuman harap,1.0
cemas penuh lari tapak batu pijak perlahan resap emosi,1.0
tau kagak cemas gue degan nya tiada kali deg pergi stres doang suami serasa ling lung offshore ngelewatin abad,1.0
resah gelisah jalan hantu fase,1.0
harap banget cemas,1.0
gelisah kalo jantung gin copot,1.0
cemas nang nya,1.0
kayak takut ketemu ekstrovert kesini lho cemas enggak tau kalo sedih langsung orang tuh cari suka gasuka,1.0
cemas enggak tuh gua dream dipimdahin unit anjrit,1.0
gelisah enggak bikin tenang minggu,1.0
enggak tidor gelisah tau sakit kene dada gila hm,1.0
cemas nang harap,1.0
ngalihin fokus cemas,1.0
cemas pusing,1.0
gin baca biar gelisah tenang,1.0
cemas kaldunyaa,1.0
takut tau harap tunggu diam cemas enggak bawa langsung suruh simak berjamjam,1.0
gelisah banget tidur cemas enggak enak bawa tonton,1.0
gelisah hati tau allah cemas enggak gue tahan that sangka bpd depressed worse,1.0
gelisah terooosss huuu,1.0
aduh cemas enggak suka,1.0
tau asa tibatiba an banget cemas takut kalo degan langsung jantung deg kencang keringetan mamah mmh tubuh,1.0
gelisah istirahat kayak ganjel,1.0
gelisah banget tidur kayak enggak udaa gue nyenyak,1.0
gelisah banget,1.0
gelisah banget hati,1.0
gelisah cemas takut enggak aneh kalo tahan mental ganggu butuh adit stalking ajar buruk,1.0
ngalihin fokus cemas,1.0
ngalihin fokus cemas,1.0
gelisah enggak mesti tang gasik atine sono sing koyo ngono,1.0
gel gelisah tidur bangun degan coba,1.0
pikir hati kayak rasai gue tuh otak bahagia inti capesedihkeselgelisah travelling detik pokok campur aduk bimbanggelisahsedih,1.0
pagi gelisah banget gue sumpah gaboong,1.0
tenang selamat pagimelalui gelisah malam,1.0
cemas takut enggak tau pokok campur aduk bimbanggelisahsedih,1.0
gelisah enggak tau mulu,1.0
enggak mulu gelisah tau sakit kene dada gila hm,1.0
gelisah banget anjir napas,1.0
tidur istirahat ken minggu pdh gelisah banget bawa kalo kepala penuh gila isi turu wkwkw,1.0
gelisah enggak tang gasik atine sing koyo ngono cemas nang ra rasane koe mesti sono kabeh balasane harga digawe disepeleke siapsiap wae kuwi penak,1.0
banget gelisah hati mudah tuhan sabar doa marah sepi puji,1.0
banget gelisah coy enggak rasai tau gue bingung sedih tenang asa nya ku allah anak senang smape bgung pasrah shaina,1.0
nang cemas harap entar vers,1.0
cemas kayak takut sbnrnya sihasli bgtgw mainingigitin kuku,1.0
tau kagak cemas gue degan nya tiada kali deg pergi stres doang suami serasa ling lung offshore ngelewatin abad,1.0
cemas gua gelisah banget enggak tau sedih maaf jalan sok sorry kasih but ekspektasi pengin akun cin sesuai blkngn nyerah panikcin really try hard gagalmaaf positif,1.0
cemas kayak tidur enggak nya peluk luk bobogelisah,1.0
cemas kecewa dismayed,1.0
gelisah sedih suka anak hasil keluh lelah urus badan ampun lihat semangat cemaslg badmoodtp law school,1.0
gelisah serba salah mundur sayang maju ragu diam resah,1.0
gelisah banget tidur enggak gue pas kepala sumpah suruh kelar pusing,1.0
cemas gin aduh besok presentasi,1.0
gelisah,1.0
banget gelisah hati tau tahan allah semangat berjalanhari berlaluseiring terlukaaya kau uji sabar terjadiampuni lemah hilang juang,1.0
cemas enggak aneh suka doang gelisah kalo jantung gin copot,1.0
gelisah thr tukin koe,1.0
gelisah resah cemas gelisahharapharap,1.0
gelisah takut,1.0
cemas kayak gelisah tidur enggak kalo neng plis wajar,1.0
engkau gelisah hadap bayang siksa,1.0
banget cemas gin ganggu jam tuhann,1.0
cemas gelisah ken nang capek sesak pusing overthinking pasuk ruang,1.0
gelisah kalo an blank keti acakacak,1.0
cemas enggak mikir gue nang bikin nya khawatir au like sender explain tags literally brutal,1.0
gelisah susah hati tenang tuhan,1.0
tidur ngantuk gelisah enggak gue pas orang tuh mood habis kapai sholat ied silaturahmi lebaran,1.0
rasai tau orang cemas enggak tuh gua dream dipimdahin unit anjrit,1.0
pasrah banget cemas takut gue nya fase,1.0
nang depresi berat badan makan nafsu berlibahan nama cemas rasai turun butuh terjun jaga,1.0
gelisah salah kalo baca gejala kasih skripsi mens pms gelisahka,1.0
enggak rasai tau gua cemas orang ikhlas,1.0
suasana ganggu gelisah turun landa iring sialhujan deras,1.0
cemas gelisah enggak tau kecewa kaget sadar rendah ekspektasiku urung,1.0
tidur orang hidup tida cemas takut enggak aneh kalo tahan mental ganggu butuh adit stalking ajar buruk,1.0
gue pagi gelisah tidur,1.0
gelisah takut,1.0
gelisah banget gua habis confessin alah,1.0
mute cemas takut enggak dengar paham hp wa ringtone telfon,1.0
